S.NO,tweet,sentiment
935,bbcworld cnn gopracist foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset httpstco2na351imrm,positive
936,like book amp black live album still matter princ blacklivesmatt httpstcoja7f3pj5q4,positive
937,exactli differ world come long way much accomplish httpstcotvclzhasu8,positive
938,bbcworld goprussianasset foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset httpstcolzohqbpfs7,positive
939,say blacklivesmatt want u say supremecourt fixthecountri inequ httpstcosidjkbcegv,positive
940,long felt urgenc around similar lynch amp antilgbt violenc httpstcopfonpqhlon httpstcopcw7dn7ke6,positive
941,u lawmak fact help move needl tigray least 1 ukrain httpstcokh2zbquy7i,positive
942,naacp georgia naacp naacp ldf brooklynnaacp derricknaacp naacpmpl ncnaacp ecjp naacp bostonnaacp1911 httpstcozaqwo9zv19,positive
943,wonder ethnic 2 think think think blacklivesmatt scum bbc news dartford stab httpstcoqo3p8lholf,positive
944,day back short livestream short cuzz got cut conveni link httpstcopmgrgegcji,positive
945,bbcworld cnn foxnew wonder geniu explain javanka made 64o million 4 year httpstcoeqt78614bg,positive
946,bbcworld cnn foxnew wonder geniu explain javanka made 64o million 4 year httpstcor6sczh2s,positive
947,time defundthenewenterprisepolic blacklivesmatt,positive
948,bbcworld eey foxnew wonder geniu explain javanka made 64o million 4 year di httpstco3yeyrapntp,positive
949,de see de real natur western peopl de dont want dem nowher around ini rasdawa httpstco18t2syy225,positive
950,tobaccofreeni target form genocidehow big tobacco deni blacklivesmatt,positive
951,ezel ford blacklivesmatt,positive
952,sun may 31 2020 minneapoli minnesota polic shoot reuter report rubber bullet watch httpstcoddewgqandf,positive
953,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop nft nft art httpstcobrqg9jkvhn,positive
954,undersecstatej hrw amnesti alway grave concern act 1 ukrain plea get pas shenan httpstcoyxbpyo2gkb,positive
955,courtneytailor black woman stab white boyfriend run around freeli gu httpstcozfd0ezezhi,positive
956,nomadj1 roman didnt particip transatlant trade enslav african irrelev httpstcowrbw4nokat,positive
957,elisestefanik elisestefanik foxnew gopracist jr mark meadow ali alexand wh httpstcovjh0wxy3jp,positive
958,theleoterrel prefect exampl hope one day black commun wake fuck see democrat httpstcoolptik778t,positive
959,watch mani gematria video ritual amp sacrific breakdown zachari hubbard blame jesuit rip dw httpstcoyydndiytgr,positive
960,thriller full length michael jackson song 4 name album 1982 epic record youtub httpstco6uzlib03cx,positive
961,nytim watch mani gematria video ritual amp sacrific breakdown zachari hubbard blame jesuit httpstconnl6jqtvy8,positive
962,text black 310 272 5438 download app blacktwitt blacklivesmatt melanin blackempower httpstcouogp9wnsti,positive
963,patrissecullor one founder blm cri racism got caught use fund buy luxuri home httpstco0nz7tuokld,positive
964,theleoterrel blacklivesmatt explain httpstcoscvsiacfah,positive
965,friendli remind anyon follow disagre pizza top come homo httpstcobzztfwl6xq,positive
966,doubl standard u uk eu canada un grave concern tigraygenocid 500 day action httpstcoeykrey9vev,positive
967,christoph whitfield blacklivesmatt,positive
968,varieti potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcoc3uhqsgsvt,positive
969,mickitiki see affirm action initi still aliv kickin naacp blacklivesmatt potu,positive
970,nsitharamanoffc pib india mib india finminindia kindli conduct class fool never pase scho httpstcow3n8bhfqg0,positive
971,theleoterrel blacklivesmatt isnt racist organ httpstco9wxqdqh8si,positive
972,isriramseshadri statement absolut racist mean black aw blacklivesmatt black httpstco3bt9c7ois5,positive
973,gold ranga designationsix profil liter say blacklivesmatt resist exactli keep time,positive
974,mustafa friend hope everi democrat voter color state get read articl man httpstco89ce9sirwm,positive
975,say name che taylor 20160221 blacklivesmatt,positive
976,need leader like today real black leader step blackhistoryandconnect black httpstcojjjttsriwx,positive
977,statement 17 month peopl tigray deserv tangibl action like case httpstconb0bcrvhw9,positive
978,ding ding ding pennstat blacklivesmatt justiceforal,positive
979,live stream donald trump save america ralli selma north carolina 4 httpstcoxsw7vxs2vt via youtub httpstcoemwmifidhi,positive
980,usambun 18 month concern black live matterblacklivesmatt tigraygenocid tigrayfamin,positive
981,new podcast cant get sleep spreaker blacklivesmatt creatur damianlazaru dannycruz httpstcoajyfhkicyw,positive
982,vernonforga never forget vernon jone provid cover white christian nationalist make donald httpstco96mg8iopdi,positive
983,defund mountvillepolic blacklivesmatt,positive
984,anyon claim blacklivesmatt even give shit guess money help least 3 black peopl httpstco4ilijirgik,positive
985,got new blacklivesmatt shirt feel learn much bhforwp countri treatment httpstco7zyysgvr3z,positive
986,wow gop make clear arent straight white christian arent welcom countri l httpstcor9dh7cdlb2,positive
987,think dc marvel blatantli steal other charact kind crazi kind american way httpstcohkg0kczaek,positive
988,fuck joerogan amp fuck spotifi blacklivesmatt taxtherich,positive
989,blacklivesmatt cofound patriss cullor spoke report reveal organ purchas httpstcowtieimptxi,positive
990,tue may 26 2020 minneapoli minnesota polic hit press neck head wooden baton watch httpstcovfij7kq78a,positive
991,big educ ape week newblackman exil blm blacklivesmatt httpstco5dtqnkqlg1 httpstco68gcqkl4mq,positive
992,rootwitch magick hoodoo santamuert new post insta httpstcovwzhdtkdcw vodu lucum espiritismo httpstcoqt1nawh0oz,positive
993,dm got 1 somebodi want tell person spell racism raccism 2 polit polit seem bit httpstcozwjt5ihdbi,positive
994,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nftdrop polygonnft nft nft art httpstco8dadkpniec,positive
995,someth right blacklivesmatt like organ gotten tith money httpstcoj0qzh41emb,positive
996,first case embezzl true blacklivesmatt movement hijack democrat amp httpstcotgffgjjkoi,positive
997,yes protect womennchildren vetsdisabledelderli usmilitari ruleoflaw blacklivesmatt httpstcoj6nvgqpht1,positive
998,help medic final year student flee russiaukrain war africansinukrain ukrainewar ukrain httpstcobwwzeotjq4,positive
999,blacklivesmatt racistterrorist organ httpstco1omdl6dhdv,positive
1000,agre say hi bless topquot quotesdaili quot blaqperico bettertogeth blacklivesmatt httpstco9g9aulc1yw,positive
1001,destroy new york boyfriend fit black brim httpstcofnezqkr3kr blackwomen black httpstcoovco6rrkuj,positive
1002,ye brava angelabelcamino atrupar hold em liabl greedyoldplott wing gop support 1621 httpstco5farzr4wfm,positive
1003,palestinianlivesmatt palestinewillbefre palestineunderattack blacklivesmatt yemencantwait ir httpstcor5vnt8tmka,positive
1004,otd 1865 fail confeder state america surrend appomattox virginia httpstcohn926u1spb httpstcoiys16hjs42,positive
1005,white silenc equal white consent blacklivesmatt freshvoicesris httpstcoewllp5g5mg,positive
1006,rayshard brook blacklivesmatt,positive
1007,new video plea watch black blm blacklivesmatt begreat httpstcowermwwgt0m httpstcojfjnnxcowr,positive
1008,black plea watch video urgent blm blacklivesmatt youtub httpstcowermwwgt0m,positive
1009,ding ding pennstat blacklivesmatt justiceforal,positive
1010,blacklivesmatt transrightsarehumanright httpstcos3khspapbg,positive
1011,agre argument civil right movement black help immigr get fair tre httpstcoahnpltpnvx,positive
1012,repdarrellissa goptherussianparti darrylissa gop stole much money taxpay ill wait fyi httpstco1gflfzcf29,positive
1013,smart e sesam treet music love peac blacklivesmatt youtub spotifi httpstco3otvu3vcxn,positive
1014,great way help local bipoc famili fight displac keep histor famili home httpstconhmusf1uqw,positive
1015,althecat youtub issu fact think expert issu compl httpstcohn2kvgjde4,positive
1016,africanunion mafia group useless embarrass african citizen world mafia kept talk httpstcotbwwbj6kww,positive
1017,mjrodriguez7 scream know clerk everi major citi hate bitch blacklivesmatt,positive
1018,marcelluswiley never blm organ blm hash tag alway httpstcoumtmiy43k3,positive
1019,nicol littl peac music love peac blacklivesmatt youtub spotifi httpstcoepb9x9tvj8,positive
1020,governorva governorva dare say blacklivesmatt,positive
1021,difficult look help 4 day without success 0 donat moment plea httpstco1kwrkikdgt,positive
1022,theleoterrel harri meghan held account mercenari sussexsquad botfarmsnetworksru httpstcomymrvpaevt,positive
1023,black live matter got caught buy expens home claim racism blacklivesmatt racist organ,positive
1024,advaitakala serious maam clear allthat name kala stand httpstcof9ktgu2xe1,positive
1025,constitut repres democraci constitut preserv amp protect democ httpstco9vegf0cdq,positive
1026,constitut repres democraci constitut preserv amp protect democ httpstco9wpcz9fij6,positive
1027,yeomoni ppl ju racist unprovok blacklivesmatt,positive
1028,sun may 31 2020 la mesa california polic shoot woman face bean bag watch httpstcouojgovpnec httpstcoimyuy7plqx,positive
1029,date black buy black black friend attend black event staff black httpstcogyydo90qog,positive
1030,peopl wonder dont talk much blacklivesmatteri dobut state right im right httpstcocuhveiubwi,positive
1031,caprimilanrom 841920meema6 4evernevertrump zcohencnn ryanobl anniegrayercnn make argument httpstcodist3onixd,positive
1032,want creat websit use htmlcssbootstrapjavascript wordpress click httpstcogl7nhxnprp,positive
1033,radic label alway appli peopl endeavor get freedom marcu garvey httpstco10dirpl673,positive
1034,realitycheckind god black ha irrukathu thane ungaluku problem ar tweet tamil god white skin u sangi httpstcoclchmocfwu,positive
1035,dear appletv screenplay minist self defens huey p newton black panther parti way bett httpstcom1epfbclfa,positive
1036,black see black hear black mourn black httpstcoqswbowyt4w,positive
1037,treat childq compar treatment davidwarburtonmp current hackneygazett httpstcon4mxwmlty7,positive
1038,blacklivesmatt everi dayyear round amazingwomen httpstcooxlrxi5ny3,positive
1039,power plant expans plan gall environmentalist sow dread black enclav next door randolph ariz httpstcoz1scptsrwj,positive
1040,ding pennstat blacklivesmatt justiceforal,positive
1041,repjeffri blackandbrown bipoc peopl need celebr everi day like joebiden say httpstcoiv12aik6lc,positive
1042,black white sad poeticblack blacklivesmatt blacktwitt httpstcoqkiqv4tlu4,positive
1043,chimchar support blacklivesmatt lgbtq commun also current pfp mana chan haha doesnt fit httpstconvnat96ynh,positive
1044,went saw georg floyd memori yesterday incred movingtrag import remind far httpstcoxe46rvn41l,positive
1045,anoth charg policekil policebrut policemurd blacklivesmatt httpstcohgjdij8jko amirlock minneapoli,positive
1046,defund madison polic blacklivesmatt,positive
1047,johnni ray walkin babi back home music love peac blacklivesmatt youtub spotifi httpstco4jzcevh4nl,positive
1048,auction live end 3 day 0300 pm utc start bid 100 uniqu nft id 5534112 12345 black httpstcoeez3cctlyn,positive
1049,eric harri blacklivesmatt,positive
1050,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcofslmpjmwvh,positive
1051,lil na x jack harlow industri babi music love peac blacklivesmatt youtub spotifi httpstcoewltt7rnd2,positive
1052,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcolj4ifi7sza,positive
1053,breakingnew barackobama michelleobama vp mayorbibb cityofcleveland ohioppc ohioybd olbc httpstcorjctylbfcv,positive
1054,sun may 31 2020 memphi tennesse polic swarm woman without provoc watch httpstcorsbmrrjegn httpstcoltqvj4hzw9,positive
1055,corey carter saytheirnam blacklivesmatt,positive
1056,rihanna girl world music love peac blacklivesmatt youtub spotifi httpstcoxopyncwz4c,positive
1057,justic deni minneapoli prosecutor say crimin charg file kill amir lock blacklivesmatt httpstcorvgzqg4bdi,positive
1058,pas flyer yesterday john amp jane rais awar protest tuesday bmc freenaim gtgt httpstcou2ia1hr2fx,positive
1059,nftcollector nftcommun nftartist nftwhale womeninnft nftartist nft nft art blacklivesmatt eth httpstcohsgxi3tixq,positive
1060,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcolzhuxmwejd,positive
1061,bouleyallen conspiracyb0t peopl definit buy dr bronner varieti compani httpstcoug4wbakup,positive
1062,type brutal amp broad daylight assassin never toler worldth fact httpstcoyqepkjnb7w,positive
1063,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcowkcjznbd7o,positive
1064,good morn grand rise happi saturday enjoy amp great one stay safe godisgood httpstcojmzegk43ld,positive
1065,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcogbqpgkm3vh,positive
1066,week 62 oppress see glad seek god may heart live lord hear needi httpstco65xjt6mrn0,positive
1067,potu scotu gop dnc foxnew cnn antifa blacklivesmatt pontifex copelandnetwork un nato httpstcoqi4sbxmee4,positive
1068,excerpt pp 11 therein true power found prerog choos use httpstcowvbo99yyar,positive
1069,day itll black live matter much black vote thx staceyabram ur tireless work httpstco81stfcoi0b,positive
1070,sentomcotton arkschbdsassn johnboozman first amend histor accuraci good sa httpstco4oisntmovt,positive
1071,big educ ape week newblackman exil blm blacklivesmatt httpstcomh8rdjlawf httpstcovuzamblkvu,positive
1072,undersecstatej hrw amnesti tigray wish grave concern type edibl aid wheat starv httpstcova4no5hkwg,positive
